timestamp,spy_price,regime,volatility,direction,confidence,blended_score,threshold,threshold_delta,block_reason,fwd_5m,fwd_15m,fwd_5m_price,fwd_15m_price,fwd_5m_status,fwd_15m_status
2026-03-02 09:31:34.741776,679.16,VOLATILE,HIGH,bearish,0.508,,,,confidence,2.55,3.47,681.71,682.63,filled,filled
2026-03-02T09:48:35.735472-05:00,682.7,VOLATILE,HIGH,bearish,0.441,,,,confidence,,,,,pending,pending
2026-03-02T09:49:35.780123-05:00,682.86,VOLATILE,HIGH,bearish,0.449,,,,confidence,,,,,pending,pending
2026-03-02T09:50:35.824180-05:00,683.22,VOLATILE,HIGH,bearish,0.418,,,,confidence,,,,,pending,pending
2026-03-02T09:51:35.869104-05:00,682.78,VOLATILE,HIGH,bearish,0.469,,,,confidence,,,,,pending,pending
2026-03-02T09:52:35.916396-05:00,682.6,VOLATILE,HIGH,bearish,0.478,,,,confidence,,,,,pending,pending
2026-03-02T09:53:35.961570-05:00,682.27,VOLATILE,HIGH,bearish,0.491,,,,confidence,,,,,pending,pending
2026-03-02T09:54:36.006773-05:00,682.11,VOLATILE,HIGH,bearish,0.498,,,,confidence,,,,,pending,pending
2026-03-02T09:55:36.052617-05:00,682.67,VOLATILE,HIGH,bearish,0.478,,,,confidence,,,,,pending,pending
2026-03-02T09:56:36.618242-05:00,682.61,VOLATILE,HIGH,bearish,0.481,,,,confidence,,,,,pending,pending
2026-03-02T09:57:36.663021-05:00,682.45,VOLATILE,HIGH,bearish,0.487,,,,confidence,,,,,pending,pending
2026-03-02T09:58:36.707583-05:00,682.65,VOLATILE,HIGH,bearish,0.481,,,,confidence,,,,,pending,pending
2026-03-02T09:59:36.752707-05:00,682.88,VOLATILE,HIGH,bearish,0.473,,,,confidence,,,,,pending,pending
2026-03-02T10:00:36.948878-05:00,683.0,VOLATILE,HIGH,bullish,0.601,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:01:37.160264-05:00,682.0,VOLATILE,HIGH,bullish,0.492,,,,confidence,,,,,pending,pending
2026-03-02T10:02:37.564438-05:00,683.4,VOLATILE,HIGH,bullish,0.621,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:03:37.804245-05:00,683.62,VOLATILE,HIGH,bullish,0.631,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:04:38.188895-05:00,684.25,VOLATILE,HIGH,bullish,0.659,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:05:38.561481-05:00,684.17,VOLATILE,HIGH,bullish,0.645,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:06:39.034146-05:00,684.32,VOLATILE,HIGH,bullish,0.651,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:07:39.247936-05:00,684.34,VOLATILE,HIGH,bullish,0.639,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:08:39.638509-05:00,684.77,VOLATILE,HIGH,bullish,0.676,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:09:39.834781-05:00,684.7,VOLATILE,HIGH,bullish,0.669,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:10:40.028047-05:00,684.29,VOLATILE,HIGH,bullish,0.643,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:11:40.201208-05:00,684.57,VOLATILE,HIGH,bullish,0.656,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:12:40.385272-05:00,684.99,VOLATILE,HIGH,bullish,0.676,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:13:40.742834-05:00,684.99,VOLATILE,HIGH,bullish,0.673,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:14:40.924057-05:00,685.07,VOLATILE,HIGH,bullish,0.674,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:15:41.115841-05:00,684.9,VOLATILE,HIGH,bullish,0.642,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:16:41.337445-05:00,684.77,VOLATILE,HIGH,bullish,0.618,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:17:41.694695-05:00,684.99,VOLATILE,HIGH,bullish,0.638,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:18:41.886574-05:00,684.93,VOLATILE,HIGH,bullish,0.617,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:19:41.930945-05:00,684.54,VOLATILE,HIGH,bullish,0.547,,,,confidence,,,,,pending,pending
2026-03-02T10:20:42.301610-05:00,684.68,VOLATILE,HIGH,bullish,0.588,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:21:42.970896-05:00,684.69,VOLATILE,HIGH,bullish,0.598,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:22:43.015032-05:00,683.95,VOLATILE,HIGH,bullish,0.528,,,,confidence,,,,,pending,pending
2026-03-02T10:23:43.058810-05:00,683.6,VOLATILE,HIGH,bullish,0.494,,,,confidence,,,,,pending,pending
2026-03-02T10:24:43.249667-05:00,684.39,VOLATILE,HIGH,bullish,0.555,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T10:25:43.293935-05:00,684.14,VOLATILE,HIGH,bullish,0.527,,,,confidence,,,,,pending,pending
2026-03-02T10:26:43.537463-05:00,683.89,VOLATILE,HIGH,bullish,0.505,,,,confidence,,,,,pending,pending
2026-03-02T10:27:43.582628-05:00,683.855,VOLATILE,HIGH,bullish,0.488,,,,confidence,,,,,pending,pending
2026-03-02T10:28:43.625529-05:00,683.56,VOLATILE,HIGH,bullish,0.438,,,,confidence,,,,,pending,pending
2026-03-02T10:29:43.669619-05:00,683.49,VOLATILE,HIGH,bullish,0.422,,,,confidence,,,,,pending,pending
2026-03-02T10:30:43.715374-05:00,683.3,VOLATILE,HIGH,bullish,0.459,,,,confidence,,,,,pending,pending
2026-03-02T10:31:43.760630-05:00,683.43,VOLATILE,HIGH,bullish,0.391,,,,confidence,,,,,pending,pending
2026-03-02T10:32:43.806918-05:00,683.27,VOLATILE,HIGH,bullish,0.354,,,,confidence,,,,,pending,pending
2026-03-02T10:33:43.853451-05:00,682.7,VOLATILE,HIGH,bearish,0.441,,,,confidence,,,,,pending,pending
2026-03-02T10:34:43.898703-05:00,682.66,VOLATILE,HIGH,bearish,0.458,,,,confidence,,,,,pending,pending
2026-03-02T10:35:43.946264-05:00,682.94,VOLATILE,HIGH,bearish,0.435,,,,confidence,,,,,pending,pending
2026-03-02T10:36:43.993649-05:00,682.91,VOLATILE,HIGH,bearish,0.439,,,,confidence,,,,,pending,pending
2026-03-02T10:37:44.042377-05:00,682.85,VOLATILE,HIGH,bearish,0.471,,,,confidence,,,,,pending,pending
2026-03-02T10:38:44.090707-05:00,683.115,VOLATILE,HIGH,bearish,0.441,,,,confidence,,,,,pending,pending
2026-03-02T10:39:44.138484-05:00,683.55,VOLATILE,HIGH,bearish,0.377,,,,confidence,,,,,pending,pending
2026-03-02T10:40:44.186499-05:00,683.94,TREND,HIGH,bullish,0.397,,,,confidence,,,,,pending,pending
2026-03-02T10:41:44.232774-05:00,683.59,VOLATILE,HIGH,bearish,0.414,,,,confidence,,,,,pending,pending
2026-03-02T10:42:44.278807-05:00,683.99,VOLATILE,HIGH,bullish,0.386,,,,confidence,,,,,pending,pending
2026-03-02T10:43:44.325101-05:00,683.88,VOLATILE,HIGH,bearish,0.392,,,,confidence,,,,,pending,pending
2026-03-02T10:44:44.370793-05:00,684.08,VOLATILE,HIGH,bullish,0.397,,,,confidence,,,,,pending,pending
2026-03-02T10:45:44.419807-05:00,684.31,VOLATILE,HIGH,bullish,0.423,,,,confidence,,,,,pending,pending
2026-03-02T10:46:44.467404-05:00,684.36,VOLATILE,HIGH,bullish,0.418,,,,confidence,,,,,pending,pending
2026-03-02T10:47:44.514414-05:00,684.46,VOLATILE,HIGH,bullish,0.43,,,,confidence,,,,,pending,pending
2026-03-02T10:48:44.584963-05:00,684.29,VOLATILE,HIGH,bullish,0.41,,,,confidence,,,,,pending,pending
2026-03-02T10:49:44.634036-05:00,683.91,VOLATILE,HIGH,bullish,0.371,,,,confidence,,,,,pending,pending
2026-03-02T10:50:44.682586-05:00,684.21,VOLATILE,HIGH,bullish,0.397,,,,confidence,,,,,pending,pending
2026-03-02T10:51:44.730258-05:00,684.44,VOLATILE,HIGH,bullish,0.455,,,,confidence,,,,,pending,pending
2026-03-02T10:52:44.854787-05:00,684.19,VOLATILE,HIGH,bullish,0.445,,,,confidence,,,,,pending,pending
2026-03-02T10:53:44.902128-05:00,684.1,VOLATILE,HIGH,bullish,0.395,,,,confidence,,,,,pending,pending
2026-03-02T10:54:44.949453-05:00,683.86,VOLATILE,HIGH,bullish,0.381,,,,confidence,,,,,pending,pending
2026-03-02T10:55:44.995135-05:00,683.34,VOLATILE,HIGH,bearish,0.362,,,,confidence,,,,,pending,pending
2026-03-02T10:56:45.043284-05:00,683.58,VOLATILE,HIGH,bullish,0.365,,,,confidence,,,,,pending,pending
2026-03-02T10:57:45.091018-05:00,684.05,VOLATILE,HIGH,bullish,0.429,,,,confidence,,,,,pending,pending
2026-03-02T10:58:45.138007-05:00,684.06,VOLATILE,HIGH,bullish,0.434,,,,confidence,,,,,pending,pending
2026-03-02T10:59:45.185783-05:00,684.2,VOLATILE,HIGH,bullish,0.463,,,,confidence,,,,,pending,pending
2026-03-02T11:00:45.232034-05:00,684.19,TREND,HIGH,bullish,0.453,,,,confidence,,,,,pending,pending
2026-03-02T11:01:45.279903-05:00,683.91,VOLATILE,HIGH,bullish,0.429,,,,confidence,,,,,pending,pending
2026-03-02T11:02:45.326258-05:00,684.05,VOLATILE,HIGH,bullish,0.48,,,,confidence,,,,,pending,pending
2026-03-02T11:03:45.374057-05:00,684.06,VOLATILE,HIGH,bullish,0.484,,,,confidence,,,,,pending,pending
2026-03-02T11:04:45.421535-05:00,684.15,VOLATILE,HIGH,bullish,0.477,,,,confidence,,,,,pending,pending
2026-03-02T11:05:45.469191-05:00,684.67,VOLATILE,HIGH,bullish,0.541,,,,confidence,,,,,pending,pending
2026-03-02T11:06:45.666819-05:00,684.79,VOLATILE,HIGH,bullish,0.559,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:07:45.921547-05:00,684.78,VOLATILE,HIGH,bullish,0.541,,,,confidence,,,,,pending,pending
2026-03-02T11:08:46.385067-05:00,685.04,VOLATILE,HIGH,bullish,0.545,,,,confidence,,,,,pending,pending
2026-03-02T11:09:46.433261-05:00,685.18,VOLATILE,HIGH,bullish,0.538,,,,confidence,,,,,pending,pending
2026-03-02T11:10:46.625950-05:00,685.48,VOLATILE,HIGH,bullish,0.593,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:11:46.672771-05:00,685.26,VOLATILE,HIGH,bullish,0.541,,,,confidence,,,,,pending,pending
2026-03-02T11:12:46.864217-05:00,685.49,VOLATILE,HIGH,bullish,0.572,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:13:47.314142-05:00,685.46,VOLATILE,HIGH,bullish,0.556,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:14:47.363392-05:00,685.37,VOLATILE,HIGH,bullish,0.53,,,,confidence,,,,,pending,pending
2026-03-02T11:15:47.621485-05:00,685.33,VOLATILE,HIGH,bullish,0.522,,,,confidence,,,,,pending,pending
2026-03-02T11:16:47.669875-05:00,685.03,VOLATILE,HIGH,bullish,0.479,,,,confidence,,,,,pending,pending
2026-03-02T11:17:47.716270-05:00,685.025,VOLATILE,HIGH,bullish,0.488,,,,confidence,,,,,pending,pending
2026-03-02T11:18:47.763924-05:00,684.82,VOLATILE,HIGH,bullish,0.486,,,,confidence,,,,,pending,pending
2026-03-02T11:19:47.815203-05:00,685.19,VOLATILE,HIGH,bullish,0.512,,,,confidence,,,,,pending,pending
2026-03-02T11:20:47.864374-05:00,684.7,VOLATILE,HIGH,bullish,0.439,,,,confidence,,,,,pending,pending
2026-03-02T11:21:47.913147-05:00,684.68,VOLATILE,HIGH,bullish,0.451,,,,confidence,,,,,pending,pending
2026-03-02T11:22:47.958749-05:00,684.68,VOLATILE,HIGH,bullish,0.456,,,,confidence,,,,,pending,pending
2026-03-02T11:23:48.007859-05:00,684.77,VOLATILE,HIGH,bullish,0.481,,,,confidence,,,,,pending,pending
2026-03-02T11:24:48.058488-05:00,684.79,VOLATILE,HIGH,bullish,0.515,,,,confidence,,,,,pending,pending
2026-03-02T11:25:48.105222-05:00,684.61,VOLATILE,HIGH,bullish,0.478,,,,confidence,,,,,pending,pending
2026-03-02T11:26:48.155294-05:00,684.38,VOLATILE,HIGH,bullish,0.422,,,,confidence,,,,,pending,pending
2026-03-02T11:27:48.201213-05:00,683.82,VOLATILE,HIGH,bullish,0.363,,,,confidence,,,,,pending,pending
2026-03-02T11:28:48.249755-05:00,683.07,VOLATILE,HIGH,bearish,0.42,,,,confidence,,,,,pending,pending
2026-03-02T11:29:48.296246-05:00,683.105,VOLATILE,HIGH,bearish,0.415,,,,confidence,,,,,pending,pending
2026-03-02T11:30:48.344151-05:00,683.32,VOLATILE,HIGH,bearish,0.374,,,,confidence,,,,,pending,pending
2026-03-02T11:31:48.393848-05:00,683.54,VOLATILE,HIGH,bearish,0.363,,,,confidence,,,,,pending,pending
2026-03-02T11:32:48.442557-05:00,683.05,VOLATILE,HIGH,bearish,0.414,,,,confidence,,,,,pending,pending
2026-03-02T11:33:48.491135-05:00,683.21,VOLATILE,HIGH,bearish,0.401,,,,confidence,,,,,pending,pending
2026-03-02T11:34:48.540237-05:00,683.12,VOLATILE,HIGH,bearish,0.442,,,,confidence,,,,,pending,pending
2026-03-02T11:35:48.591208-05:00,683.84,VOLATILE,HIGH,bearish,0.379,,,,confidence,,,,,pending,pending
2026-03-02T11:36:48.642661-05:00,684.02,VOLATILE,HIGH,bearish,0.363,,,,confidence,,,,,pending,pending
2026-03-02T11:37:48.689247-05:00,684.32,VOLATILE,HIGH,bullish,0.376,,,,confidence,,,,,pending,pending
2026-03-02T11:38:48.740213-05:00,684.63,VOLATILE,HIGH,bullish,0.399,,,,confidence,,,,,pending,pending
2026-03-02T11:39:48.786791-05:00,685.08,VOLATILE,HIGH,bullish,0.43,,,,confidence,,,,,pending,pending
2026-03-02T11:40:48.832272-05:00,685.16,VOLATILE,HIGH,bullish,0.444,,,,confidence,,,,,pending,pending
2026-03-02T11:41:48.883608-05:00,685.57,VOLATILE,HIGH,bullish,0.492,,,,confidence,,,,,pending,pending
2026-03-02T11:42:49.155838-05:00,686.15,TREND,HIGH,bullish,0.561,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:43:49.680910-05:00,686.13,TREND,HIGH,bullish,0.565,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:44:49.902513-05:00,686.24,VOLATILE,HIGH,bullish,0.574,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:45:50.133094-05:00,686.44,VOLATILE,HIGH,bullish,0.604,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:49:04.822684-05:00,686.49,VOLATILE,HIGH,bullish,0.626,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:50:06.734154-05:00,686.47,VOLATILE,HIGH,bullish,0.626,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:51:08.510786-05:00,686.23,VOLATILE,HIGH,bullish,0.608,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:52:10.565550-05:00,686.14,VOLATILE,HIGH,bullish,0.592,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:53:13.684588-05:00,686.41,TREND,HIGH,bullish,0.616,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:54:15.769342-05:00,686.39,TREND,HIGH,bullish,0.625,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:55:18.330837-05:00,686.14,TREND,HIGH,bullish,0.612,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:56:20.369738-05:00,686.45,VOLATILE,HIGH,bullish,0.672,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:57:22.381778-05:00,686.41,VOLATILE,HIGH,bullish,0.678,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:58:24.103558-05:00,686.24,VOLATILE,HIGH,bullish,0.671,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T11:59:25.832578-05:00,686.44,VOLATILE,HIGH,bullish,0.678,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:00:27.519675-05:00,686.27,VOLATILE,HIGH,bullish,0.67,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:01:29.211440-05:00,686.25,VOLATILE,HIGH,bullish,0.67,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:02:31.023031-05:00,686.04,VOLATILE,HIGH,bullish,0.658,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:04:08.646972-05:00,686.07,VOLATILE,HIGH,bullish,0.63,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:05:10.523713-05:00,686.32,VOLATILE,HIGH,bullish,0.647,0.3333,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:06:12.258985-05:00,686.36,VOLATILE,HIGH,bullish,0.635,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:07:29.426930-05:00,686.5,VOLATILE,HIGH,bullish,0.614,0.6667,,,execution_plan_none,,,,,pending,pending
2026-03-02T12:08:30.001489-05:00,686.0,VOLATILE,HIGH,bullish,0.531,,,,confidence,,,,,pending,pending
2026-03-02T12:09:30.835001-05:00,685.98,VOLATILE,HIGH,bullish,0.523,,,,confidence,,,,,pending,pending
2026-03-02T12:10:31.408267-05:00,686.13,VOLATILE,HIGH,bullish,0.516,,,,confidence,,,,,pending,pending
2026-03-02T12:11:31.998472-05:00,685.88,VOLATILE,NORMAL,bullish,0.458,,,,confidence,,,,,pending,pending
2026-03-02T12:12:32.603159-05:00,685.885,VOLATILE,NORMAL,bullish,0.458,,,,confidence,,,,,pending,pending
2026-03-02T12:13:33.183320-05:00,685.89,VOLATILE,NORMAL,bullish,0.454,,,,confidence,,,,,pending,pending
2026-03-02T12:14:33.228586-05:00,686.21,VOLATILE,NORMAL,bullish,0.477,,,,confidence,,,,,pending,pending
2026-03-02T12:15:33.284488-05:00,686.36,VOLATILE,NORMAL,bullish,0.484,,,,confidence,,,,,pending,pending
2026-03-02T12:16:33.390827-05:00,686.92,VOLATILE,NORMAL,bullish,0.52,,,,confidence,,,,,pending,pending
2026-03-02T12:17:33.447610-05:00,686.89,VOLATILE,NORMAL,bullish,0.502,,,,confidence,,,,,pending,pending
2026-03-02T12:18:33.755970-05:00,687.0,VOLATILE,NORMAL,bullish,0.533,,,,confidence,,,,,pending,pending
2026-03-02T12:19:34.545905-05:00,686.855,VOLATILE,NORMAL,bullish,0.526,,,,confidence,,,,,pending,pending
2026-03-02T12:22:03.120883-05:00,686.99,VOLATILE,NORMAL,bullish,0.538,,,,confidence,,,,,pending,pending
2026-03-02T12:23:03.708167-05:00,686.85,VOLATILE,NORMAL,bullish,0.53,,,,confidence,,,,,pending,pending
2026-03-02T12:25:03.420728-05:00,687.04,TREND,NORMAL,bullish,0.538,,,,confidence,,,,,pending,pending
2026-03-02T12:26:03.997686-05:00,686.83,TREND,NORMAL,bullish,0.528,,,,confidence,,,,,pending,pending
2026-03-02T12:27:04.594881-05:00,686.62,TREND,NORMAL,bullish,0.525,,,,confidence,,,,,pending,pending
2026-03-02T12:28:05.165392-05:00,686.565,TREND,NORMAL,bullish,0.505,,,,confidence,,,,,pending,pending
2026-03-02T12:29:05.943323-05:00,686.64,TREND,NORMAL,bullish,0.524,,,,confidence,,,,,pending,pending
2026-03-02T12:30:06.618328-05:00,686.52,TREND,NORMAL,bullish,0.51,,,,confidence,,,,,pending,pending
2026-03-02T12:31:07.833904-05:00,686.44,TREND,NORMAL,bullish,0.512,,,,confidence,,,,,pending,pending
2026-03-02T12:32:08.429163-05:00,686.46,TREND,NORMAL,bullish,0.512,,,,confidence,,,,,pending,pending
2026-03-02T12:33:09.037657-05:00,686.36,TREND,NORMAL,bullish,0.5,,,,confidence,,,,,pending,pending
2026-03-02T12:34:09.663034-05:00,686.35,TREND,NORMAL,bullish,0.483,,,,confidence,,,,,pending,pending
2026-03-02T12:35:10.399355-05:00,686.11,VOLATILE,NORMAL,bullish,0.458,,,,confidence,,,,,pending,pending
2026-03-02T12:36:11.184719-05:00,686.25,TREND,NORMAL,bullish,0.466,,,,confidence,,,,,pending,pending
2026-03-02T12:37:11.809358-05:00,686.64,TREND,NORMAL,bullish,0.536,,,,confidence,,,,,pending,pending
2026-03-02T12:38:12.403710-05:00,686.6,VOLATILE,NORMAL,bullish,0.533,,,,confidence,,,,,pending,pending
2026-03-02T12:39:12.977717-05:00,686.15,VOLATILE,NORMAL,bullish,0.469,,,,confidence,,,,,pending,pending
2026-03-02T12:40:13.558891-05:00,686.27,VOLATILE,NORMAL,bullish,0.498,,,,confidence,,,,,pending,pending
2026-03-02T12:41:14.768519-05:00,686.35,VOLATILE,NORMAL,bullish,0.507,,,,confidence,,,,,pending,pending
2026-03-02T12:43:01.432862-05:00,686.74,VOLATILE,NORMAL,bullish,0.534,,,,confidence,,,,,pending,pending
2026-03-02T12:44:02.003502-05:00,686.605,VOLATILE,NORMAL,bullish,0.403,,,,confidence,,,,,pending,pending
2026-03-02T12:45:02.598874-05:00,686.76,VOLATILE,NORMAL,range,0.395,,,,confidence,,,,,pending,pending
2026-03-02T12:46:03.590498-05:00,686.74,VOLATILE,NORMAL,range,0.397,,,,confidence,,,,,pending,pending
2026-03-02T12:47:04.177468-05:00,686.8,VOLATILE,NORMAL,bullish,0.394,,,,confidence,,,,,pending,pending
2026-03-02T12:48:04.781066-05:00,686.86,VOLATILE,NORMAL,bullish,0.398,,,,confidence,,,,,pending,pending
2026-03-02T12:49:05.360303-05:00,686.73,VOLATILE,NORMAL,range,0.395,,,,confidence,,,,,pending,pending
2026-03-02T12:50:05.975392-05:00,686.82,VOLATILE,NORMAL,range,0.394,,,,confidence,,,,,pending,pending
2026-03-02T12:51:06.640406-05:00,686.78,VOLATILE,NORMAL,range,0.396,,,,confidence,,,,,pending,pending
2026-03-02T12:52:07.653770-05:00,687.16,VOLATILE,NORMAL,bullish,0.416,,,,confidence,,,,,pending,pending
2026-03-02T12:53:08.253581-05:00,687.19,VOLATILE,NORMAL,bullish,0.411,,,,confidence,,,,,pending,pending
2026-03-02T12:54:08.847713-05:00,687.11,TREND,NORMAL,bullish,0.402,,,,confidence,,,,,pending,pending
2026-03-02T12:55:09.547011-05:00,687.145,VOLATILE,NORMAL,bullish,0.416,,,,confidence,,,,,pending,pending
2026-03-02T12:56:10.109253-05:00,687.09,VOLATILE,NORMAL,bullish,0.425,,,,confidence,,,,,pending,pending
2026-03-02T12:57:11.213781-05:00,686.79,VOLATILE,NORMAL,bullish,0.405,,,,confidence,,,,,pending,pending
2026-03-02T12:58:11.797805-05:00,686.82,VOLATILE,NORMAL,bullish,0.403,,,,confidence,,,,,pending,pending
2026-03-02T12:59:12.409694-05:00,687.02,VOLATILE,NORMAL,bullish,0.427,,,,confidence,,,,,pending,pending
2026-03-02T13:00:13.080469-05:00,687.22,TREND,NORMAL,bullish,0.444,,,,confidence,,,,,pending,pending
2026-03-02T13:01:13.670363-05:00,687.205,TREND,NORMAL,bullish,0.442,,,,confidence,,,,,pending,pending
2026-03-02T13:06:02.289097-05:00,687.27,VOLATILE,NORMAL,bullish,0.541,,,,confidence,,,,,pending,pending
2026-03-02T13:07:03.336573-05:00,687.13,TREND,NORMAL,bullish,0.535,,,,confidence,,,,,pending,pending
2026-03-02T13:10:03.990002-05:00,687.04,TREND,NORMAL,bullish,0.544,,,,confidence,,,,,pending,pending
2026-03-02T13:11:04.620766-05:00,686.99,TREND,NORMAL,bullish,0.41,,,,confidence,,,,,pending,pending
2026-03-02T13:12:05.239905-05:00,687.01,TREND,NORMAL,bullish,0.413,,,,confidence,,,,,pending,pending
2026-03-02T13:13:05.808147-05:00,686.85,VOLATILE,NORMAL,bullish,0.402,,,,confidence,,,,,pending,pending
2026-03-02T13:14:06.419366-05:00,687.02,VOLATILE,NORMAL,bullish,0.413,,,,confidence,,,,,pending,pending
2026-03-02T13:15:07.293046-05:00,687.01,VOLATILE,NORMAL,bullish,0.412,,,,confidence,,,,,pending,pending
2026-03-02T13:16:08.377088-05:00,686.84,VOLATILE,NORMAL,range,0.404,,,,confidence,,,,,pending,pending
2026-03-02T13:17:08.968254-05:00,686.74,VOLATILE,NORMAL,range,0.407,,,,confidence,,,,,pending,pending
2026-03-02T13:18:09.536493-05:00,686.85,VOLATILE,NORMAL,range,0.401,,,,confidence,,,,,pending,pending
2026-03-02T13:19:10.127017-05:00,686.76,VOLATILE,NORMAL,range,0.408,,,,confidence,,,,,pending,pending
2026-03-02T13:20:10.700072-05:00,686.62,VOLATILE,NORMAL,range,0.411,,,,confidence,,,,,pending,pending
2026-03-02T13:21:11.278256-05:00,686.41,VOLATILE,NORMAL,range,0.405,,,,confidence,,,,,pending,pending
2026-03-02T13:22:11.841862-05:00,686.39,VOLATILE,NORMAL,range,0.405,,,,confidence,,,,,pending,pending
2026-03-02T13:23:12.399328-05:00,686.4,VOLATILE,NORMAL,bullish,0.438,,,,confidence,,,,,pending,pending
2026-03-02T13:24:12.988117-05:00,686.34,VOLATILE,NORMAL,bullish,0.431,,,,confidence,,,,,pending,pending
2026-03-02T13:25:13.568243-05:00,686.41,VOLATILE,NORMAL,bullish,0.438,,,,confidence,,,,,pending,pending
2026-03-02T13:26:14.137490-05:00,686.305,VOLATILE,NORMAL,bullish,0.438,,,,confidence,,,,,pending,pending
2026-03-02T13:27:15.245084-05:00,686.65,VOLATILE,NORMAL,bullish,0.468,,,,confidence,,,,,pending,pending
2026-03-02T13:28:15.805139-05:00,686.66,VOLATILE,NORMAL,bullish,0.463,,,,confidence,,,,,pending,pending
2026-03-02T13:29:16.394309-05:00,686.8,VOLATILE,NORMAL,bullish,0.469,,,,confidence,,,,,pending,pending
2026-03-02T13:30:16.978676-05:00,686.74,VOLATILE,NORMAL,bullish,0.463,,,,confidence,,,,,pending,pending
2026-03-02T13:31:17.698664-05:00,686.52,VOLATILE,NORMAL,bullish,0.44,,,,confidence,,,,,pending,pending
2026-03-02T13:32:19.558131-05:00,686.52,VOLATILE,NORMAL,bullish,0.44,,,,confidence,,,,,pending,pending
2026-03-02T13:33:20.152335-05:00,686.76,VOLATILE,NORMAL,bullish,0.467,,,,confidence,,,,,pending,pending
2026-03-02T13:34:20.904617-05:00,686.62,VOLATILE,NORMAL,bullish,0.45,,,,confidence,,,,,pending,pending
2026-03-02T13:35:21.701315-05:00,686.56,VOLATILE,NORMAL,bullish,0.442,,,,confidence,,,,,pending,pending
2026-03-02T13:36:22.259909-05:00,686.5,VOLATILE,NORMAL,range,0.409,,,,confidence,,,,,pending,pending
2026-03-02T13:37:22.950376-05:00,686.4,VOLATILE,NORMAL,range,0.407,,,,confidence,,,,,pending,pending
2026-03-02T13:38:23.670657-05:00,686.27,VOLATILE,NORMAL,range,0.413,,,,confidence,,,,,pending,pending
2026-03-02T13:39:24.235103-05:00,686.24,VOLATILE,NORMAL,range,0.414,,,,confidence,,,,,pending,pending
2026-03-02T13:40:24.985906-05:00,686.21,VOLATILE,NORMAL,range,0.416,,,,confidence,,,,,pending,pending
2026-03-02T13:41:25.579570-05:00,686.12,VOLATILE,NORMAL,range,0.416,,,,confidence,,,,,pending,pending
2026-03-02T13:42:26.139030-05:00,685.98,VOLATILE,NORMAL,range,0.421,,,,confidence,,,,,pending,pending
