regime_encoded,volatility_encoded,conviction_score,impulse,follow_through,confidence,style_encoded,setup_encoded,session_encoded,setup_raw_avg_R,regime_raw_avg_R,ml_probability,predicted_won,won
2,3,2,0.9895314057826504,0.5,0.5,2,2,1,0,0,0.5,1,0
2,3,4,0.9953125000000184,1.0,0.5,2,1,2,0,0,0.5,1,1
2,3,4,1.070622379877512,0.75,0.5,1,3,2,0,0,0.5,1,0
2,3,4,1.070622379877512,0.75,0.5,2,3,2,0,0,0.5,1,0
1,3,2,0.8781776163750186,0.5,0.5,1,3,2,0,0,0.5,1,0
2,3,4,1.1529790660225958,0.75,0.5,1,1,2,0,0,0.5,1,1
1,3,2,0.7522996057818414,0.25,0.5,1,3,2,0,0,0.5,1,1
1,3,2,0.9127516778523457,0.5,0.5,1,1,2,0,0,0.5,1,1
1,3,4,0.9379407616361242,0.75,0.5,1,3,2,0,0,0.5,1,0
2,3,4,0.9953125000000184,1.0,0.5,2,1,2,0,0,0.5,1,1
1,3,2,0.7522996057818414,0.25,0.5,2,3,2,0,0,0.5,1,1
2,3,4,0.7799586776860188,0.75,0.5,1,3,2,0,0,0.5,1,0
1,3,4,1.0954253037884303,0.75,0.5,2,1,2,0,0,0.5,1,1
2,3,6,1.777821625887957,1.0,0.5,1,3,2,0,0,0.5,1,1
2,3,6,1.777821625887957,1.0,0.5,2,3,2,0,0,0.5,1,1
2,3,4,0.7228490832157835,0.75,0.5,1,3,2,0,0,0.5,1,0
2,3,4,0.7951807228915755,0.75,0.5,2,2,2,0,0,0.5,1,1
2,3,2,1.2734149855907873,0.5,0.5,2,1,2,0,0,0.5,1,0
2,3,4,0.8598609586535465,0.75,0.5,1,1,2,0,0,0.5,1,0
2,3,4,0.9123595505617251,0.75,0.5,2,1,2,0,0,0.5,1,0
2,3,4,1.030499075785564,1.0,0.5,1,1,2,0,0,0.5,1,0
2,3,2,0.81421006178287,0.5,0.5,2,2,2,0,0,0.5,1,1
2,3,4,0.8926595352268836,0.75,0.5,2,3,2,0,0,0.5,1,1
2,3,2,1.0341685649202825,0.5,0.5,2,1,2,0,0,0.5,1,1
2,3,2,1.2183020948181256,0.5,0.5,3,1,1,0,0,0.5,1,1
2,3,4,0.8204043253408856,0.75,0.5,1,3,2,0,0,0.5,1,1
2,3,4,0.8598609586535465,0.75,0.5,2,1,2,0,0,0.5,1,0
2,3,2,0.989063242986199,0.5,0.5,2,1,2,0,0,0.5,1,1
2,3,4,0.8992583436341092,0.75,0.5,3,1,2,0,0,0.5,1,0
2,3,4,1.2424574876576515,1.0,0.5,1,3,2,0,0,0.5,1,0
2,3,4,1.1987647389106744,0.75,0.5,1,3,2,0,0,0.5,1,0
2,3,4,1.2424574876576515,1.0,0.5,1,1,2,0,0,0.5,1,1
2,3,4,1.1987647389106744,0.75,0.5,2,3,2,0,0,0.5,1,0
2,3,4,1.2424574876576515,1.0,0.5,2,3,2,0,0,0.5,1,0
2,3,4,1.0940545808966409,0.75,0.5,2,2,2,0,0,0.5,1,1
