regime_encoded,volatility_encoded,conviction_score,impulse,follow_through,confidence,style_encoded,setup_encoded,session_encoded,setup_raw_avg_R,regime_raw_avg_R,ml_probability,predicted_won,won
2,3,4,0.9261465157832944,0.75,0.5,1,3,2,0,0,0.5,1,1
3,3,4,1.042889390519242,0.75,0.5,2,3,2,0,0,0.5,1,1
2,3,2,1.5146750524108585,0.25,0.5,3,2,2,0,0,0.5,1,1
2,3,2,1.1800860479410213,0.25,0.5,2,1,2,0,0,0.5,1,0
2,3,4,1.0680486705723184,0.75,0.5,3,1,2,0,0,0.5,1,0
2,3,2,0.9527921704087409,0.5,0.5,1,1,2,0,0,0.5,1,0
2,3,4,1.2870090634440232,0.75,0.5,1,3,2,0,0,0.5,1,0
2,3,4,1.5484429065743701,1.0,0.5,1,3,2,0,0,0.5,1,0
2,3,2,1.2222887956860136,0.5,0.5,2,1,2,0,0,0.5,1,1
2,3,4,0.8114446529081045,0.75,0.5,2,3,2,0,0,0.5,1,1
2,3,2,1.1052366565961596,0.5,0.5,2,1,2,0,0,0.5,1,0
3,3,4,1.0130877363064488,0.75,0.5,1,3,2,0,0,0.5,1,1
2,3,4,0.7392906494703496,0.75,0.5,2,3,3,0,0,0.5,1,0
2,3,2,0.6271351878964981,0.5,0.5,2,2,3,0,0,0.5,1,0
2,2,2,0.9021304926764718,0.5,0.5,2,1,3,0,0,0.5,1,0
2,2,4,0.8825549450550184,0.75,0.5,2,1,3,0,0,0.5,1,0
3,3,4,1.0312345066932163,1.0,0.5,2,2,2,0,0,0.5,1,0
2,3,4,0.8473625140291786,0.75,0.5,3,1,2,0,0,0.5,1,0
2,3,2,1.16017052375157,0.5,0.5,2,1,4,0,0,0.5,1,0
2,3,4,0.8615477629988576,0.75,0.5,2,2,2,0,0,0.5,1,1
3,3,6,1.6568047337278196,0.75,0.5,2,1,3,0,0,0.5,1,1
