time,direction,impulse,follow,price,fwd_5m,fwd_10m,fwd_5m_price,fwd_5m_time,fwd_5m_status,fwd_10m_price,fwd_10m_time,fwd_10m_status
2026-02-27 15:28:00,bearish,0.915,0.5,685.77,-0.1000000000000227,-0.5900000000000318,685.67,2026-02-27 15:32:00,filled,685.18,2026-02-27 15:36:00,filled
2026-03-03 11:08:00,bullish,1.242,0.75,674.79,-0.3099999999999454,0.910000000000082,674.48,2026-03-03 11:12:00,filled,675.7,2026-03-03 11:17:00,filled
2026-03-03 11:15:00,bullish,0.913,0.5,675.65,-0.3700000000000045,0.4900000000000091,675.28,2026-03-03 11:19:00,filled,676.14,2026-03-03 11:23:00,filled
2026-03-03 11:17:00,bullish,0.946,0.5,675.7,-0.2800000000000864,0.8199999999999363,675.42,2026-03-03 11:21:00,filled,676.52,2026-03-03 11:25:00,filled
2026-03-03 11:19:00,bearish,0.885,0.75,675.28,0.8600000000000136,0.75,676.14,2026-03-03 11:23:00,filled,676.03,2026-03-03 11:27:00,filled
2026-03-03 11:21:00,bearish,0.938,0.75,675.42,1.1000000000000227,0.5900000000000318,676.52,2026-03-03 11:25:00,filled,676.01,2026-03-03 11:29:00,filled
2026-03-03 11:23:00,bullish,1.14,0.75,676.14,-0.1100000000000136,-1.0199999999999818,676.03,2026-03-03 11:27:00,filled,675.12,2026-03-03 11:31:00,filled
2026-03-03 11:25:00,bullish,1.07,1.0,676.52,-0.5099999999999909,-1.6100000000000136,676.01,2026-03-03 11:29:00,filled,674.91,2026-03-03 11:33:00,filled
2026-03-03 11:27:00,bearish,0.935,0.5,676.03,-0.9099999999999682,-0.0399999999999636,675.12,2026-03-03 11:31:00,filled,675.99,2026-03-03 11:35:00,filled
2026-03-03 11:29:00,bearish,0.78,0.75,676.01,-1.1000000000000227,0.1000000000000227,674.91,2026-03-03 11:33:00,filled,676.11,2026-03-03 11:37:00,filled
2026-03-03 11:31:00,bearish,0.795,0.75,675.12,0.8700000000000045,0.9700000000000272,675.99,2026-03-03 11:35:00,filled,676.09,2026-03-03 11:39:00,filled
2026-03-03 11:33:00,bearish,0.881,1.0,674.91,1.2000000000000457,1.2100000000000364,676.11,2026-03-03 11:37:00,filled,676.12,2026-03-03 11:41:00,filled
2026-03-03 11:35:00,bullish,1.087,0.5,675.99,0.1000000000000227,0.5599999999999454,676.09,2026-03-03 11:39:00,filled,676.55,2026-03-03 11:43:00,filled
2026-03-03 11:37:00,bullish,1.063,0.75,676.11,0.0099999999999909,1.17999999999995,676.12,2026-03-03 11:41:00,filled,677.29,2026-03-03 11:45:00,filled
2026-03-03 11:39:00,bullish,0.751,0.5,676.09,0.4599999999999227,1.759999999999991,676.55,2026-03-03 11:43:00,filled,677.85,2026-03-03 11:47:00,filled
2026-03-03 11:41:00,bullish,0.587,0.5,676.12,1.169999999999959,1.330000000000041,677.29,2026-03-03 11:45:00,filled,677.45,2026-03-03 11:49:00,filled
2026-03-03 11:43:00,bullish,1.177,0.5,676.55,1.3000000000000682,0.8300000000000409,677.85,2026-03-03 11:47:00,filled,677.38,2026-03-03 11:51:00,filled
2026-03-03 11:45:00,bullish,1.409,0.75,677.29,0.1600000000000818,0.6200000000000045,677.45,2026-03-03 11:49:00,filled,677.91,2026-03-03 11:53:00,filled
2026-03-03 11:47:00,bullish,1.696,0.75,677.85,-0.4700000000000273,0.2300000000000182,677.38,2026-03-03 11:51:00,filled,678.08,2026-03-03 11:55:00,filled
2026-03-03 11:49:00,bullish,1.389,0.25,677.45,0.4599999999999227,0.4599999999999227,677.91,2026-03-03 11:53:00,filled,677.91,2026-03-03 11:57:00,filled
2026-03-03 11:51:00,bearish,1.027,0.75,677.38,0.7000000000000455,0.1399999999999863,678.08,2026-03-03 11:55:00,filled,677.52,2026-03-03 11:59:00,filled
2026-03-03 11:53:00,bullish,0.899,0.75,677.91,0.0,-0.8099999999999454,677.91,2026-03-03 11:57:00,filled,677.1,2026-03-03 12:01:00,filled
2026-03-03 11:55:00,bullish,0.621,0.75,678.08,-0.5600000000000591,-0.9900000000000092,677.52,2026-03-03 11:59:00,filled,677.09,2026-03-03 12:03:00,filled
2026-03-03 11:57:00,neutral,0.597,0.0,677.91,-0.8099999999999454,-0.5299999999999727,677.1,2026-03-03 12:01:00,filled,677.38,2026-03-03 12:05:00,filled
2026-03-03 11:59:00,bearish,0.723,0.75,677.52,-0.42999999999995,-0.2200000000000272,677.09,2026-03-03 12:03:00,filled,677.3,2026-03-03 12:07:00,filled
2026-03-03 12:01:00,bearish,0.867,0.75,677.1,0.2799999999999727,-0.2900000000000773,677.38,2026-03-03 12:05:00,filled,676.81,2026-03-03 12:09:00,filled
2026-03-03 12:03:00,bearish,0.94,0.5,677.09,0.2099999999999227,-0.4500000000000455,677.3,2026-03-03 12:07:00,filled,676.64,2026-03-03 12:11:00,filled
2026-03-03 12:05:00,bullish,0.923,0.5,677.38,-0.57000000000005,-0.75,676.81,2026-03-03 12:09:00,filled,676.63,2026-03-03 12:13:00,filled
2026-03-03 12:07:00,bullish,0.877,0.5,677.3,-0.6599999999999682,-0.2099999999999227,676.64,2026-03-03 12:11:00,filled,677.09,2026-03-03 12:15:00,filled
2026-03-03 12:09:00,bearish,0.86,0.75,676.81,-0.1799999999999499,0.3300000000000409,676.63,2026-03-03 12:13:00,filled,677.14,2026-03-03 12:17:00,filled
2026-03-03 12:11:00,bearish,0.824,0.75,676.64,0.4500000000000455,0.9300000000000636,677.09,2026-03-03 12:15:00,filled,677.57,2026-03-03 12:19:00,filled
2026-03-03 12:13:00,bearish,0.795,0.5,676.63,0.5099999999999909,0.9400000000000546,677.14,2026-03-03 12:17:00,filled,677.57,2026-03-03 12:21:00,filled
2026-03-03 12:15:00,bullish,0.815,0.5,677.09,0.4800000000000182,0.8700000000000045,677.57,2026-03-03 12:19:00,filled,677.96,2026-03-03 12:23:00,filled
2026-03-03 12:17:00,bullish,0.876,0.5,677.14,0.4300000000000636,1.1100000000000136,677.57,2026-03-03 12:21:00,filled,678.25,2026-03-03 12:25:00,filled
2026-03-03 12:19:00,bullish,0.912,0.75,677.57,0.3899999999999863,0.4099999999999681,677.96,2026-03-03 12:23:00,filled,677.98,2026-03-03 12:27:00,filled
2026-03-03 12:21:00,bullish,1.158,0.75,677.57,0.67999999999995,0.7799999999999727,678.25,2026-03-03 12:25:00,filled,678.35,2026-03-03 12:29:00,filled
2026-03-03 12:23:00,bullish,1.062,0.75,677.96,0.0199999999999818,-0.6299999999999955,677.98,2026-03-03 12:27:00,filled,677.33,2026-03-03 12:31:00,filled
2026-03-03 12:25:00,bullish,0.912,0.75,678.25,0.1000000000000227,-1.4600000000000364,678.35,2026-03-03 12:29:00,filled,676.79,2026-03-03 12:33:00,filled
2026-03-03 12:27:00,bullish,0.807,0.25,677.98,-0.6499999999999773,-1.5,677.33,2026-03-03 12:31:00,filled,676.48,2026-03-03 12:35:00,filled
2026-03-03 12:29:00,bullish,0.754,0.5,678.35,-1.5600000000000591,-1.6200000000000043,676.79,2026-03-03 12:33:00,filled,676.73,2026-03-03 12:37:00,filled
2026-03-03 12:31:00,bearish,0.814,0.5,677.33,-0.8500000000000227,-0.6299999999999955,676.48,2026-03-03 12:35:00,filled,676.7,2026-03-03 12:39:00,filled
2026-03-03 12:33:00,bearish,0.859,1.0,676.79,-0.0599999999999454,0.2200000000000272,676.73,2026-03-03 12:37:00,filled,677.01,2026-03-03 12:41:00,filled
2026-03-03 12:35:00,bearish,1.032,1.0,676.48,0.2200000000000272,1.6899999999999409,676.7,2026-03-03 12:39:00,filled,678.17,2026-03-03 12:43:00,filled
2026-03-03 12:37:00,bearish,1.135,0.75,676.73,0.2799999999999727,1.4549999999999272,677.01,2026-03-03 12:41:00,filled,678.185,2026-03-03 12:45:00,filled
2026-03-03 12:39:00,bullish,1.019,0.5,676.7,1.4699999999999136,1.25,678.17,2026-03-03 12:43:00,filled,677.95,2026-03-03 12:47:00,filled
2026-03-03 12:41:00,bullish,0.936,0.5,677.01,1.1749999999999543,1.2300000000000182,678.185,2026-03-03 12:45:00,filled,678.24,2026-03-03 12:49:00,filled
2026-03-03 12:43:00,bullish,1.133,0.75,678.17,-0.2199999999999136,-0.1299999999999954,677.95,2026-03-03 12:47:00,filled,678.04,2026-03-03 12:51:00,filled
2026-03-03 12:45:00,bullish,1.029,0.75,678.185,0.0550000000000636,-0.8249999999999318,678.24,2026-03-03 12:49:00,filled,677.36,2026-03-03 12:53:00,filled
2026-03-03 12:47:00,bearish,0.868,0.5,677.95,0.0899999999999181,-0.6100000000000136,678.04,2026-03-03 12:51:00,filled,677.34,2026-03-03 12:55:00,filled
2026-03-03 12:49:00,bullish,0.686,0.75,678.24,-0.8799999999999955,-0.57000000000005,677.36,2026-03-03 12:53:00,filled,677.67,2026-03-03 12:57:00,filled
2026-03-03 12:51:00,bullish,0.646,0.5,678.04,-0.6999999999999318,-0.6699999999999591,677.34,2026-03-03 12:55:00,filled,677.37,2026-03-03 12:59:00,filled
2026-03-03 12:53:00,bearish,1.094,0.75,677.36,0.3099999999999454,1.259999999999991,677.67,2026-03-03 12:57:00,filled,678.62,2026-03-03 13:01:00,filled
2026-03-03 12:55:00,bearish,1.241,0.5,677.34,0.0299999999999727,1.009999999999991,677.37,2026-03-03 12:59:00,filled,678.35,2026-03-03 13:03:00,filled
2026-03-03 12:57:00,bullish,1.278,0.5,677.67,0.9500000000000456,0.650000000000091,678.62,2026-03-03 13:01:00,filled,678.32,2026-03-03 13:05:00,filled
2026-03-03 12:59:00,bullish,0.744,0.25,677.37,0.9800000000000182,1.25,678.35,2026-03-03 13:03:00,filled,678.62,2026-03-03 13:07:00,filled
2026-03-03 13:01:00,bullish,0.981,0.5,678.62,-0.2999999999999545,0.2100000000000363,678.32,2026-03-03 13:05:00,filled,678.83,2026-03-03 13:09:00,filled
2026-03-03 13:03:00,bullish,0.989,0.5,678.35,0.2699999999999818,0.0499999999999545,678.62,2026-03-03 13:07:00,filled,678.4,2026-03-03 13:11:00,filled
2026-03-03 13:05:00,bearish,0.82,0.75,678.32,0.5099999999999909,-0.4800000000000182,678.83,2026-03-03 13:09:00,filled,677.84,2026-03-03 13:13:00,filled
2026-03-03 13:07:00,bullish,0.838,0.75,678.62,-0.2200000000000272,-0.25,678.4,2026-03-03 13:11:00,filled,678.37,2026-03-03 13:15:00,filled
2026-03-03 13:09:00,bullish,0.746,0.75,678.83,-0.9900000000000092,-0.1050000000000181,677.84,2026-03-03 13:13:00,filled,678.725,2026-03-03 13:17:00,filled
2026-03-03 13:11:00,bearish,0.962,0.75,678.4,-0.0299999999999727,0.2599999999999909,678.37,2026-03-03 13:15:00,filled,678.66,2026-03-03 13:19:00,filled
2026-03-03 13:13:00,bearish,1.114,0.75,677.84,0.8849999999999909,1.5,678.725,2026-03-03 13:17:00,filled,679.34,2026-03-03 13:21:00,filled
2026-03-03 13:15:00,bearish,1.104,0.25,678.37,0.2899999999999636,1.6649999999999636,678.66,2026-03-03 13:19:00,filled,680.035,2026-03-03 13:23:00,filled
2026-03-03 13:17:00,bullish,1.011,1.0,678.725,0.6150000000000091,1.05499999999995,679.34,2026-03-03 13:21:00,filled,679.78,2026-03-03 13:25:00,filled
2026-03-03 13:19:00,bullish,0.727,0.75,678.66,1.375,1.4300000000000637,680.035,2026-03-03 13:23:00,filled,680.09,2026-03-03 13:27:00,filled
2026-03-03 13:21:00,bullish,0.987,0.75,679.34,0.4399999999999409,0.4800000000000182,679.78,2026-03-03 13:25:00,filled,679.82,2026-03-03 13:29:00,filled
2026-03-03 13:23:00,bullish,1.242,1.0,680.035,0.0550000000000636,0.0950000000000272,680.09,2026-03-03 13:27:00,filled,680.13,2026-03-03 13:31:00,filled
2026-03-03 13:25:00,bullish,0.855,0.5,679.78,0.0400000000000773,0.82000000000005,679.82,2026-03-03 13:29:00,filled,680.6,2026-03-03 13:33:00,filled
2026-03-03 13:27:00,bullish,0.714,0.25,680.09,0.0399999999999636,0.3799999999999954,680.13,2026-03-03 13:31:00,filled,680.47,2026-03-03 13:35:00,filled
2026-03-03 13:29:00,bullish,0.778,0.25,679.82,0.7799999999999727,1.0699999999999363,680.6,2026-03-03 13:33:00,filled,680.89,2026-03-03 13:37:00,filled
2026-03-03 13:31:00,bullish,0.812,0.5,680.13,0.3400000000000318,1.1000000000000227,680.47,2026-03-03 13:35:00,filled,681.23,2026-03-03 13:39:00,filled
2026-03-03 13:33:00,bullish,1.037,1.0,680.6,0.2899999999999636,0.8849999999999909,680.89,2026-03-03 13:37:00,filled,681.485,2026-03-03 13:41:00,filled
2026-03-03 13:35:00,bullish,1.126,0.75,680.47,0.7599999999999909,1.1000000000000227,681.23,2026-03-03 13:39:00,filled,681.57,2026-03-03 13:43:00,filled
2026-03-03 13:37:00,bullish,1.157,0.75,680.89,0.5950000000000273,-0.2100000000000363,681.485,2026-03-03 13:41:00,filled,680.68,2026-03-03 13:45:00,filled
2026-03-03 13:39:00,bullish,1.146,0.75,681.23,0.3400000000000318,-0.5399999999999636,681.57,2026-03-03 13:43:00,filled,680.69,2026-03-03 13:47:00,filled
2026-03-03 13:41:00,bullish,0.994,0.75,681.485,-0.8050000000000637,-0.1050000000000181,680.68,2026-03-03 13:45:00,filled,681.38,2026-03-03 13:49:00,filled
2026-03-03 13:43:00,bullish,0.95,1.0,681.57,-0.8799999999999955,0.2599999999999909,680.69,2026-03-03 13:47:00,filled,681.83,2026-03-03 13:51:00,filled
2026-03-03 13:45:00,bearish,1.228,0.5,680.68,0.7000000000000455,0.7400000000000091,681.38,2026-03-03 13:49:00,filled,681.42,2026-03-03 13:53:00,filled
2026-03-03 13:47:00,bearish,1.067,0.75,680.69,1.1399999999999864,0.3599999999998999,681.83,2026-03-03 13:51:00,filled,681.05,2026-03-03 13:55:00,filled
2026-03-03 13:49:00,bullish,1.02,0.75,681.38,0.0399999999999636,0.0800000000000409,681.42,2026-03-03 13:53:00,filled,681.46,2026-03-03 13:57:00,filled
2026-03-03 13:51:00,bullish,1.106,1.0,681.83,-0.7800000000000864,-0.5800000000000409,681.05,2026-03-03 13:55:00,filled,681.25,2026-03-03 13:59:00,filled
2026-03-03 13:53:00,bullish,1.147,0.5,681.42,0.0400000000000773,-0.0899999999999181,681.46,2026-03-03 13:57:00,filled,681.33,2026-03-03 14:01:00,filled
2026-03-03 13:55:00,bearish,0.891,0.75,681.05,0.2000000000000454,0.2400000000000091,681.25,2026-03-03 13:59:00,filled,681.29,2026-03-03 14:03:00,filled
2026-03-03 13:57:00,bullish,0.983,0.5,681.46,-0.1299999999999954,-0.3250000000000455,681.33,2026-03-03 14:01:00,filled,681.135,2026-03-03 14:05:00,filled
2026-03-03 13:59:00,bullish,0.901,0.5,681.25,0.0399999999999636,-0.7899999999999636,681.29,2026-03-03 14:03:00,filled,680.46,2026-03-03 14:07:00,filled
2026-03-03 14:01:00,bearish,0.635,0.75,681.33,-0.19500000000005,-1.259999999999991,681.135,2026-03-03 14:05:00,filled,680.07,2026-03-03 14:09:00,filled
2026-03-03 14:03:00,bullish,0.963,0.5,681.29,-0.8299999999999272,-0.9099999999999682,680.46,2026-03-03 14:07:00,filled,680.38,2026-03-03 14:11:00,filled
2026-03-03 14:05:00,bearish,0.981,0.75,681.135,-1.0649999999999409,-0.7649999999999864,680.07,2026-03-03 14:09:00,filled,680.37,2026-03-03 14:13:00,filled
2026-03-03 14:07:00,bearish,1.086,1.0,680.46,-0.0800000000000409,0.6899999999999409,680.38,2026-03-03 14:11:00,filled,681.15,2026-03-03 14:15:00,filled
2026-03-03 14:09:00,bearish,0.926,1.0,680.07,0.2999999999999545,0.7599999999999909,680.37,2026-03-03 14:13:00,filled,680.83,2026-03-03 14:17:00,filled
2026-03-03 14:11:00,bearish,1.322,0.75,680.38,0.7699999999999818,0.5600000000000591,681.15,2026-03-03 14:15:00,filled,680.94,2026-03-03 14:19:00,filled
2026-03-03 14:13:00,bullish,1.328,0.5,680.37,0.4600000000000364,0.9700000000000272,680.83,2026-03-03 14:17:00,filled,681.34,2026-03-03 14:21:00,filled
2026-03-03 14:15:00,bullish,1.344,0.75,681.15,-0.2099999999999227,0.0900000000000318,680.94,2026-03-03 14:19:00,filled,681.24,2026-03-03 14:23:00,filled
2026-03-03 14:17:00,bullish,1.135,0.75,680.83,0.5099999999999909,0.2199999999999136,681.34,2026-03-03 14:21:00,filled,681.05,2026-03-03 14:25:00,filled
2026-03-03 14:19:00,bearish,0.91,0.25,680.94,0.2999999999999545,-0.32000000000005,681.24,2026-03-03 14:23:00,filled,680.62,2026-03-03 14:27:00,filled
2026-03-03 14:21:00,bullish,0.635,1.0,681.34,-0.2900000000000773,-0.8400000000000318,681.05,2026-03-03 14:25:00,filled,680.5,2026-03-03 14:29:00,filled
2026-03-03 14:23:00,bullish,0.764,0.75,681.24,-0.6200000000000045,-0.6900000000000546,680.62,2026-03-03 14:27:00,filled,680.55,2026-03-03 14:31:00,filled
2026-03-03 14:25:00,bearish,0.809,0.5,681.05,-0.5499999999999545,-1.2699999999999818,680.5,2026-03-03 14:29:00,filled,679.78,2026-03-03 14:33:00,filled
2026-03-03 14:27:00,bearish,0.812,0.75,680.62,-0.07000000000005,-1.2000000000000457,680.55,2026-03-03 14:31:00,filled,679.42,2026-03-03 14:35:00,filled
2026-03-03 14:29:00,bearish,0.894,0.75,680.5,-0.7200000000000273,1.080000000000041,679.78,2026-03-03 14:33:00,filled,681.58,2026-03-03 14:37:00,filled
2026-03-03 14:31:00,bearish,0.906,0.5,680.55,-1.1299999999999957,0.4000000000000909,679.42,2026-03-03 14:35:00,filled,680.95,2026-03-03 14:39:00,filled
2026-03-03 14:33:00,bearish,1.053,0.75,679.78,1.8000000000000682,1.8000000000000682,681.58,2026-03-03 14:37:00,filled,681.58,2026-03-03 14:41:00,filled
2026-03-03 14:35:00,bearish,1.047,1.0,679.42,1.5300000000000864,1.9800000000000184,680.95,2026-03-03 14:39:00,filled,681.4,2026-03-03 14:43:00,filled
2026-03-03 14:37:00,bullish,2.045,0.5,681.58,0.0,0.599999999999909,681.58,2026-03-03 14:41:00,filled,682.18,2026-03-03 14:45:00,filled
2026-03-03 14:39:00,bullish,2.039,0.5,680.95,0.4499999999999318,1.5199999999999818,681.4,2026-03-03 14:43:00,filled,682.47,2026-03-03 14:47:00,filled
2026-03-03 14:41:00,neutral,2.413,0.0,681.58,0.599999999999909,0.5299999999999727,682.18,2026-03-03 14:45:00,filled,682.11,2026-03-03 14:49:00,filled
2026-03-03 14:43:00,bullish,1.211,0.75,681.4,1.07000000000005,0.5900000000000318,682.47,2026-03-03 14:47:00,filled,681.99,2026-03-03 14:51:00,filled
2026-03-03 14:45:00,bullish,1.311,0.75,682.18,-0.0699999999999363,-1.1999999999999318,682.11,2026-03-03 14:49:00,filled,680.98,2026-03-03 14:53:00,filled
2026-03-03 14:47:00,bullish,1.225,1.0,682.47,-0.4800000000000182,-1.32000000000005,681.99,2026-03-03 14:51:00,filled,681.15,2026-03-03 14:55:00,filled
2026-03-03 14:49:00,bearish,0.922,0.25,682.11,-1.1299999999999957,-1.080000000000041,680.98,2026-03-03 14:53:00,filled,681.03,2026-03-03 14:57:00,filled
2026-03-03 14:51:00,bearish,0.881,0.5,681.99,-0.8400000000000318,-0.7400000000000091,681.15,2026-03-03 14:55:00,filled,681.25,2026-03-03 14:59:00,filled
2026-03-03 14:53:00,bearish,0.979,0.75,680.98,0.0499999999999545,0.875,681.03,2026-03-03 14:57:00,filled,681.855,2026-03-03 15:01:00,filled
2026-03-03 14:55:00,bearish,1.131,0.75,681.15,0.1000000000000227,0.07000000000005,681.25,2026-03-03 14:59:00,filled,681.22,2026-03-03 15:03:00,filled
2026-03-03 14:57:00,bullish,1.014,0.5,681.03,0.8250000000000455,-0.0499999999999545,681.855,2026-03-03 15:01:00,filled,680.98,2026-03-03 15:05:00,filled
2026-03-03 14:59:00,bullish,0.647,0.5,681.25,-0.0299999999999727,0.1399999999999863,681.22,2026-03-03 15:03:00,filled,681.39,2026-03-03 15:07:00,filled
2026-03-03 15:01:00,bullish,0.892,0.5,681.855,-0.875,-0.4049999999999727,680.98,2026-03-03 15:05:00,filled,681.45,2026-03-03 15:09:00,filled
2026-03-03 15:03:00,bearish,1.045,0.75,681.22,0.169999999999959,0.4199999999999591,681.39,2026-03-03 15:07:00,filled,681.64,2026-03-03 15:11:00,filled
2026-03-03 15:05:00,bearish,1.022,1.0,680.98,0.4700000000000273,0.1299999999999954,681.45,2026-03-03 15:09:00,filled,681.11,2026-03-03 15:13:00,filled
2026-03-03 15:07:00,bullish,0.638,0.5,681.39,0.25,-0.3999999999999772,681.64,2026-03-03 15:11:00,filled,680.99,2026-03-03 15:15:00,filled
2026-03-03 15:09:00,bullish,0.64,0.75,681.45,-0.3400000000000318,-1.240000000000009,681.11,2026-03-03 15:13:00,filled,680.21,2026-03-03 15:17:00,filled
2026-03-03 15:11:00,bullish,0.71,0.75,681.64,-0.6499999999999773,-1.259999999999991,680.99,2026-03-03 15:15:00,filled,680.38,2026-03-03 15:19:00,filled
2026-03-03 15:13:00,bearish,0.701,0.5,681.11,-0.8999999999999773,-0.5099999999999909,680.21,2026-03-03 15:17:00,filled,680.6,2026-03-03 15:21:00,filled
2026-03-03 15:15:00,bearish,0.796,0.75,680.99,-0.6100000000000136,-0.3999999999999772,680.38,2026-03-03 15:19:00,filled,680.59,2026-03-03 15:23:00,filled
2026-03-03 15:17:00,bearish,0.962,0.75,680.21,0.3899999999999863,0.2199999999999136,680.6,2026-03-03 15:21:00,filled,680.43,2026-03-03 15:25:00,filled
2026-03-03 15:19:00,bearish,0.89,0.75,680.38,0.2100000000000363,0.2799999999999727,680.59,2026-03-03 15:23:00,filled,680.66,2026-03-03 15:27:00,filled
2026-03-03 15:21:00,bullish,0.836,0.5,680.6,-0.1700000000000727,0.4099999999999681,680.43,2026-03-03 15:25:00,filled,681.01,2026-03-03 15:29:00,filled
2026-03-03 15:23:00,bullish,0.835,0.5,680.59,0.0699999999999363,0.6999999999999318,680.66,2026-03-03 15:27:00,filled,681.29,2026-03-03 15:31:00,filled
2026-03-03 15:25:00,bearish,0.963,0.5,680.43,0.5800000000000409,0.4000000000000909,681.01,2026-03-03 15:29:00,filled,680.83,2026-03-03 15:33:00,filled
2026-03-03 15:27:00,bullish,0.838,0.5,680.66,0.6299999999999955,0.82000000000005,681.29,2026-03-03 15:31:00,filled,681.48,2026-03-03 15:35:00,filled
2026-03-03 15:29:00,bullish,0.988,0.75,681.01,-0.1799999999999499,-0.25,680.83,2026-03-03 15:33:00,filled,680.76,2026-03-03 15:37:00,filled
2026-03-03 15:31:00,bullish,0.778,0.75,681.29,0.1900000000000545,-0.7199999999999136,681.48,2026-03-03 15:35:00,filled,680.57,2026-03-03 15:39:00,filled
2026-03-03 15:33:00,bearish,0.787,0.75,680.83,-0.07000000000005,-0.5800000000000409,680.76,2026-03-03 15:37:00,filled,680.25,2026-03-03 15:41:00,filled
2026-03-03 15:35:00,bullish,0.946,0.5,681.48,-0.9099999999999682,-0.9600000000000364,680.57,2026-03-03 15:39:00,filled,680.52,2026-03-03 15:43:00,filled
2026-03-03 15:37:00,bearish,1.141,0.5,680.76,-0.5099999999999909,-0.2100000000000363,680.25,2026-03-03 15:41:00,filled,680.55,2026-03-03 15:45:00,filled
2026-03-03 15:39:00,bearish,1.295,1.0,680.57,-0.0500000000000682,-0.2100000000000363,680.52,2026-03-03 15:43:00,filled,680.36,2026-03-03 15:47:00,filled
2026-03-03 15:41:00,bearish,0.994,0.75,680.25,0.2999999999999545,0.2400000000000091,680.55,2026-03-03 15:45:00,filled,680.49,2026-03-03 15:49:00,filled
2026-03-03 15:43:00,bearish,0.948,0.25,680.52,-0.1599999999999681,-0.9900000000000092,680.36,2026-03-03 15:47:00,filled,679.53,2026-03-03 15:51:00,filled
2026-03-03 15:45:00,bullish,0.917,0.75,680.55,-0.0599999999999454,-0.8299999999999272,680.49,2026-03-03 15:49:00,filled,679.72,2026-03-03 15:53:00,filled
2026-03-03 15:47:00,bearish,1.045,0.75,680.36,-0.8300000000000409,-0.3100000000000591,679.53,2026-03-03 15:51:00,filled,680.05,2026-03-03 15:55:00,filled
2026-03-03 15:49:00,bearish,1.089,0.75,680.49,-0.7699999999999818,-0.3999999999999772,679.72,2026-03-03 15:53:00,filled,680.09,2026-03-03 15:57:00,filled
2026-03-03 15:51:00,bearish,1.586,0.75,679.53,0.5199999999999818,0.6100000000000136,680.05,2026-03-03 15:55:00,filled,680.14,2026-03-03 15:58:00,estimated_last
2026-03-03 15:53:00,bearish,1.567,0.75,679.72,0.3700000000000045,0.4199999999999591,680.09,2026-03-03 15:57:00,filled,680.14,2026-03-03 15:58:00,estimated_last
2026-03-03 15:55:00,bullish,1.551,0.5,680.05,0.0900000000000318,0.09000000000003183,680.14,2026-03-03 15:58:00,filled,680.14,2026-03-03 15:58:00,estimated_last
2026-03-03 15:57:00,bullish,1.147,0.5,680.09,0.049999999999954525,0.049999999999954525,680.14,2026-03-03 15:58:00,estimated_last,680.14,2026-03-03 15:58:00,estimated_last
2026-03-04 09:30:00,bullish,1.738,0.75,682.8,-0.0349999999999681,-1.8199999999999363,682.765,2026-03-04 09:34:00,filled,680.98,2026-03-04 09:38:00,filled
2026-03-04 09:32:00,bullish,1.961,0.75,682.48,-1.6100000000000136,-1.9500000000000453,680.87,2026-03-04 09:36:00,filled,680.53,2026-03-04 09:40:00,filled
2026-03-04 09:34:00,bearish,2.136,0.25,682.765,-1.7849999999999682,-2.394999999999982,680.98,2026-03-04 09:38:00,filled,680.37,2026-03-04 09:42:00,filled
2026-03-04 09:36:00,bearish,1.642,0.5,680.87,-0.3400000000000318,-0.5900000000000318,680.53,2026-03-04 09:40:00,filled,680.28,2026-03-04 09:44:00,filled
2026-03-04 09:38:00,bearish,1.702,0.75,680.98,-0.6100000000000136,-0.3700000000000045,680.37,2026-03-04 09:42:00,filled,680.61,2026-03-04 09:46:00,filled
2026-03-04 09:40:00,bearish,1.143,0.5,680.53,-0.25,0.3600000000000136,680.28,2026-03-04 09:44:00,filled,680.89,2026-03-04 09:48:00,filled
2026-03-04 09:42:00,bearish,0.877,0.5,680.37,0.2400000000000091,0.0299999999999727,680.61,2026-03-04 09:46:00,filled,680.4,2026-03-04 09:50:00,filled
2026-03-04 09:44:00,bearish,0.751,0.75,680.28,0.6100000000000136,0.9700000000000272,680.89,2026-03-04 09:48:00,filled,681.25,2026-03-04 09:52:00,filled
2026-03-04 09:46:00,bullish,0.757,0.25,680.61,-0.2100000000000363,0.8500000000000227,680.4,2026-03-04 09:50:00,filled,681.46,2026-03-04 09:54:00,filled
2026-03-04 09:48:00,bullish,0.96,0.5,680.89,0.3600000000000136,0.2100000000000363,681.25,2026-03-04 09:52:00,filled,681.1,2026-03-04 09:56:00,filled
2026-03-04 09:50:00,bearish,1.019,0.5,680.4,1.0600000000000591,0.5800000000000409,681.46,2026-03-04 09:54:00,filled,680.98,2026-03-04 09:58:00,filled
2026-03-04 09:52:00,bullish,0.869,0.75,681.25,-0.1499999999999772,1.0,681.1,2026-03-04 09:56:00,filled,682.25,2026-03-04 10:00:00,filled
2026-03-04 09:54:00,bullish,0.737,0.75,681.46,-0.4800000000000182,0.5899999999999181,680.98,2026-03-04 09:58:00,filled,682.05,2026-03-04 10:02:00,filled
2026-03-04 09:56:00,bearish,0.732,0.5,681.1,1.1499999999999773,0.4900000000000091,682.25,2026-03-04 10:00:00,filled,681.59,2026-03-04 10:04:00,filled
2026-03-04 09:58:00,bearish,0.551,0.5,680.98,1.0699999999999363,1.1999999999999318,682.05,2026-03-04 10:02:00,filled,682.18,2026-03-04 10:06:00,filled
